Time,Wind speed (m/s),Wind direction (deg),Gust (m/s)
06:00,6.17,150,0
07:00,7.2,160,0
08:00,8.23,170,0
09:00,9.26,180,12.9
10:00,9.26,180,12.9
11:00,10.3,180,13.9
12:00,8.75,190,13.9
13:00,8.75,200,12.9
14:00,8.23,210,0
15:00,8.23,210,0
16:00,7.72,200,0
17:00,6.69,200,0
18:00,6.17,200,0
19:00,6.17,200,0
