Time,Wind speed (m/s),Wind direction (deg),Gust (m/s)
06:00,3.1,170,0
07:00,5.1,200,0
08:00,5.1,180,0
09:00,5.7,190,0
10:00,7.2,200,0
11:00,5.7,200,0
12:00,7.2,210,0
13:00,6.7,210,0
14:00,7.2,210,0
15:00,5.1,220,0
16:00,6.7,230,0
17:00,7.2,230,0
18:00,4.6,220,0
19:00,3.6,220,0
